"datazone","median_price","number_of_sales"
"S01003884",125750,6
"S01003885",165000,7
"S01003886",117000,7
"S01003887",108000,3
"S01003888",202500,28
"S01003889",125750,6
"S01003890",189500,12
"S01003891",143000,7
"S01003892",123500,4
"S01003893",222500,6
"S01003894",146000,23
"S01003895",145000,7
"S01003896",437500,4
"S01003897",196500,12
"S01003898",242000,13
"S01003899",203500,4
"S01003900",125000,13
"S01003901",221250,6
"S01003902",122500,17
"S01003903",240000,8
"S01003904",102500,12
"S01003905",221250,10
"S01003906",122000,11
"S01003907",99000,9
"S01003908",104000,5
"S01003909",165000,5
"S01003910",160063,2
"S01003911",170000,19
"S01003912",205000,7
"S01003913",183500,6
"S01003914",158500,20
"S01003915",127500,8
"S01003916",324000,4
"S01003917",177500,8
"S01003918",142500,2
"S01003919",72000,9
"S01003920",95000,7
"S01003921",110000,11
"S01003922",161640,5
"S01003923",84750,2
"S01003924",72975,4
"S01003925",112500,4
"S01003926",97000,3
"S01003927",125000,3
"S01003928",115000,3
"S01003929",155000,4
"S01003930",120000,5
"S01003931",145000,9
"S01003932",228500,3
"S01003933",190000,11
"S01003934",126500,9
"S01003935",105000,3
"S01003936",145000,13
"S01003937",96500,6
"S01003938",196000,9
"S01003939",125500,6
"S01003940",130500,8
"S01003941",130000,7
"S01003942",102500,8
"S01003943",116750,4
"S01003944",106750,6
"S01003945",140000,13
"S01003946",206500,10
"S01003947",152500,13
"S01003948",236500,6
"S01003949",190000,9
"S01003950",101000,7
"S01003951",179000,6
"S01003952",228000,5
"S01003953",232500,3
"S01003954",180000,7
"S01003955",124000,7
"S01003956",182500,12
"S01003957",136468,7
"S01003958",120000,8
"S01003959",130000,7
"S01003960",156250,6
"S01003961",143000,5
"S01003962",171000,17
"S01003963",195263,8
"S01003964",140000,5
"S01003965",90318,6
"S01003966",87000,4
"S01003967",150000,6
"S01003968",139500,5
"S01003969",107000,9
"S01003970",125000,9
"S01003971",78000,6
"S01003972",126250,10
"S01003973",94000,2
"S01003974",86625,8
"S01003975",94000,11
"S01003976",65000,5
"S01003977",77000,1
"S01003978",59525,4
"S01003979",91563,4
"S01003980",120550,5
"S01003981",66500,10
"S01003982",120000,10
"S01003983",182500,1
"S01003984",66750,12
"S01003985",64000,3
"S01003986",72000,5
"S01003987",103750,8
"S01003988",54000,3
"S01003989",158000,7
"S01003990",73000,5
"S01003991",75000,4
"S01003992",81500,15
"S01003993",160000,3
"S01003994",85000,7
"S01003995",125000,13
"S01003996",178000,1
"S01003997",70000,9
"S01003998",84500,6
"S01003999",75750,10
"S01004000",63755,9
"S01004001",54000,4
"S01004002",66750,6
"S01004003",83899,2
"S01004004",77250,2
"S01004005",107500,6
"S01004006",91446,8
"S01004007",71000,6
"S01004008",105000,5
"S01004009",116000,12
"S01004010",120000,9
"S01004011",250000,9
"S01004012",134000,6
"S01004013",720000,11
"S01004014",170000,13
"S01004015",250000,17
"S01004016",147000,3
"S01004017",106250,20
"S01004018",182500,3
"S01004019",195000,36
"S01004020",123500,9
"S01004021",167500,9
"S01004022",180000,36
"S01004023",150000,5
"S01004024",139500,8
"S01004025",78500,2
"S01004026",94000,3
"S01004027",66000,3
"S01004028",71000,2
"S01004029",62500,4
"S01004030",80000,1
"S01004031",71500,6
"S01004032",265000,10
"S01004033",56550,4
"S01004034",97500,5
"S01004035",79000,4
"S01004036",66500,2
"S01004038",85000,3
"S01004039",65500,1
"S01004040",50000,5
"S01004041",79500,12
"S01004042",12000,40
"S01004043",108500,4
"S01004044",58350,8
"S01004045",76500,2
"S01004046",51500,8
"S01004047",65000,3
"S01004048",48000,13
"S01004049",146498,29
"S01004050",110000,1
"S01004051",75028,7
"S01004053",60000,14
"S01004054",196500,12
"S01004055",133650,1
"S01004056",72250,4
"S01004057",115000,14
"S01004058",71000,2
"S01004059",110250,2
"S01004060",110000,2
"S01004061",33000,6
"S01004062",70750,10
"S01004063",35000,2
"S01004064",82500,9
"S01004065",58000,5
"S01004066",80000,3
"S01004067",104250,6
"S01004068",59000,1
"S01004069",82059,1
"S01004070",110000,7
"S01004071",90000,7
"S01004072",98000,5
"S01004073",76000,5
"S01004074",61500,2
"S01004075",78000,5
"S01004076",70000,5
"S01004077",115000,5
"S01004078",61000,9
"S01004079",51500,3
"S01004080",65500,2
"S01004081",110500,6
"S01004082",130000,13
"S01004083",72500,5
"S01004084",72750,6
"S01004085",68800,7
"S01004086",70500,5
"S01004087",69750,4
"S01004088",72250,2
"S01004089",62000,5
"S01004090",72222,5
"S01004091",150000,9
"S01004092",90000,9
"S01004093",65000,4
"S01004094",58500,6
"S01004095",92889,8
"S01004096",185076,7
"S01004097",63000,3
"S01004098",147000,1
"S01004099",140160,9
"S01004100",107000,5
"S01004101",78250,12
"S01004102",119900,7
"S01004103",103000,3
"S01004104",215000,5
"S01004105",134500,4
"S01004106",102500,14
"S01004107",145500,8
"S01004108",115750,10
"S01004109",185000,13
"S01004110",135000,13
"S01004111",110000,16
"S01004112",163500,6
"S01004113",120250,13
"S01004114",73500,7
"S01004115",215000,5
"S01004116",138750,4
"S01004117",99500,11
"S01004118",71000,10
"S01004119",101000,12
"S01004120",201000,14
"S01004121",129250,2
"S01004122",242500,17
"S01004123",208500,8
"S01004124",175000,11
"S01004125",133000,7
"S01004126",140000,6
"S01004127",154000,5
"S01004128",195000,3
"S01004129",160000,5
"S01004130",113000,7
"S01004131",130000,3
"S01004132",115000,3
"S01004133",120000,3
"S01004134",157000,5
"S01004135",137500,2
"S01004136",105000,3
"S01004137",285800,4
"S01004138",90000,2
"S01004139",122000,4
"S01004140",147500,1
"S01004141",124000,4
"S01004142",148750,6
"S01004143",120000,11
"S01004144",239000,10
"S01004145",125000,6
"S01004146",158500,4
"S01004147",122000,3
"S01004148",160000,5
"S01004149",120000,3
"S01004150",149500,3
"S01004151",110335,10
"S01004152",98000,5
"S01004153",97500,7
"S01004154",252500,6
"S01004156",117000,7
"S01004157",199995,5
"S01004158",162500,8
"S01004159",149975,4
"S01004160",152000,4
"S01004161",342000,5
"S01004162",183995,48
"S01004163",153500,4
"S01004164",186000,8
"S01004165",113500,7
"S01004166",122500,4
"S01004167",150000,6
"S01004168",97250,6
"S01004169",170000,3
"S01004170",116000,5
"S01004171",152000,7
"S01004172",115000,3
"S01004173",124000,7
"S01004174",155000,5
"S01004175",83500,3
"S01004176",187500,4
"S01004177",128000,1
"S01004178",124000,3
"S01004180",199000,12
"S01004181",124000,5
"S01004182",93000,3
"S01004183",205000,4
"S01004184",92500,7
"S01004185",95750,1
"S01004186",130000,1
"S01004187",127500,2
"S01004188",101000,3
"S01004189",259000,19
"S01004190",128562,8
"S01004191",132000,9
"S01004192",135000,5
"S01004193",120000,5
"S01004194",225000,5
"S01004195",145000,5
"S01004196",112500,5
"S01004197",153750,6
"S01004198",137500,5
"S01004199",140000,5
"S01004200",171000,5
"S01004201",159998,10
"S01004202",200500,1
"S01004203",146000,13
"S01004204",194250,8
"S01004205",94000,4
"S01004206",3e+05,3
"S01004207",115000,7
"S01004208",190000,9
"S01004209",161000,10
"S01004210",190500,4
"S01004211",226500,23
"S01004212",178000,19
"S01004213",190000,3
"S01004214",249999,3
"S01004215",325000,5
"S01004216",132500,4
"S01004217",103000,4
"S01004218",120250,2
"S01004219",115250,2
"S01004220",197000,11
"S01004221",1e+05,3
"S01004222",137450,7
"S01004223",101500,3
"S01004224",119500,2
"S01004225",87500,8
"S01004226",76500,4
"S01004227",249950,13
"S01004228",104500,6
"S01004229",121000,2
"S01004230",110000,4
"S01004231",125000,3
"S01004232",145000,7
"S01004233",135075,10
"S01004234",141500,8
"S01004235",77500,8
"S01004236",132500,10
"S01004237",1e+05,9
"S01004238",86125,4
"S01004239",124900,14
"S01004240",222500,2
"S01004241",145000,5
"S01004242",222500,7
"S01004243",156500,8
"S01004244",82500,5
"S01004245",99000,8
"S01004246",117500,10
"S01004247",102000,4
"S01004248",172500,8
"S01004249",75000,3
"S01004250",90223,15
"S01004251",143500,7
"S01004252",319510,2
"S01004253",94425,6
"S01004254",210000,9
"S01004255",173000,70
"S01004256",169500,24
"S01004257",202250,3
"S01004258",195000,15
"S01004259",163000,5
"S01004260",167000,5
"S01004261",107500,8
"S01004262",222500,4
"S01004263",93750,6
"S01004264",122000,7
"S01004265",129000,10
"S01004266",111500,5
"S01004267",202500,6
"S01004268",85000,7
"S01004269",223000,8
"S01004270",67000,8
"S01004271",98000,11
"S01004272",145000,11
"S01004273",140000,3
"S01004274",220000,4
"S01004275",99500,2
"S01004276",146975,16
"S01004277",125000,7
"S01004278",116000,15
"S01004279",165000,3
"S01004280",120000,3
"S01004281",165000,9
"S01004282",92000,5
"S01004283",112500,3
"S01004284",96000,5
"S01004285",97142,3
"S01004286",90000,3
"S01004287",152500,6
"S01004288",118115,7
"S01004289",117500,6
"S01004290",210000,19
"S01004291",120000,13
"S01004292",89000,8
"S01004293",207500,11
"S01004294",105000,14
"S01004295",138500,9
"S01004296",148750,16
"S01004297",85250,10
"S01004298",236000,12
"S01004299",85500,10
"S01004300",142000,7
"S01004301",167500,10
"S01004302",236750,6
"S01004303",90500,4
"S01004304",74750,4
"S01004305",114750,10
"S01004306",89250,4
"S01004307",249000,2
"S01004308",117000,10
"S01004309",193500,8
"S01004310",152500,13
"S01004311",120500,11
"S01004312",220000,7
"S01004313",160000,14
"S01004314",105000,9
"S01004315",120000,1
"S01004317",155000,15
"S01004318",112500,4
"S01004319",145000,9
"S01004320",99000,10
"S01004321",126889,4
"S01004322",106500,12
"S01004323",93000,5
"S01004324",90000,7
"S01004325",99000,17
"S01004326",139250,14
"S01004327",177500,8
"S01004328",115000,11
"S01004329",165000,8
"S01004330",165000,21
"S01004331",104500,14
"S01004332",143000,7
"S01004333",118750,6
"S01004334",196500,16
"S01004335",110000,8
"S01004336",103500,12
"S01004337",120500,16
"S01004338",140076,12
"S01004339",195000,17
"S01004340",121175,2
"S01004341",80000,3
"S01004342",117000,7
"S01004343",117250,4
"S01004344",110000,9
"S01004345",119000,17
"S01004346",125000,3
"S01004347",185500,12
"S01004348",125000,17
"S01004349",225000,17
"S01004350",265000,7
"S01004351",141250,8
"S01004352",250000,7
"S01004353",210000,9
"S01004354",119250,8
"S01004355",174000,6
"S01004356",85000,6
"S01004357",196148,4
"S01004358",125000,5
"S01004359",73685,5
"S01004360",60000,1
"S01004361",101000,12
"S01004363",75000,3
"S01004364",137500,10
"S01004366",75500,2
"S01004367",63000,4
"S01004368",66500,5
"S01004369",66500,2
"S01004370",105000,6
"S01004371",81000,2
"S01004372",235000,9
"S01004373",57500,3
"S01004374",90000,9
"S01004375",77000,5
"S01004376",55000,3
"S01004377",67500,10
"S01004378",135000,9
"S01004379",68750,2
"S01004380",106500,4
"S01004381",76750,6
"S01004382",140000,3
"S01004383",92000,10
"S01004384",79995,5
"S01004385",85025,4
"S01004386",178388,6
"S01004387",70000,4
"S01004388",70000,2
"S01004389",89000,7
"S01004390",53750,2
"S01004391",113250,2
"S01004392",90500,6
"S01004393",60000,4
"S01004394",39000,2
"S01004396",82500,4
"S01004397",154000,8
"S01004398",82800,12
"S01004399",64500,4
"S01004400",67000,2
"S01004401",156500,5
"S01004402",80000,7
"S01004403",167500,7
"S01004404",146000,8
"S01004405",163500,7
"S01004406",75000,3
"S01004407",75375,4
"S01004408",195000,13
"S01004409",229500,3
"S01004410",63000,8
"S01004411",74000,3
"S01004412",71000,11
"S01004413",66500,6
"S01004414",50000,12
"S01004415",58538,9
"S01004416",63000,3
"S01004417",57000,2
"S01004418",73000,4
"S01004419",89000,6
"S01004420",125000,4
"S01004421",120000,5
"S01004422",58000,7
"S01004423",88000,9
"S01004424",78500,9
"S01004425",142500,4
"S01004426",70248,2
"S01004427",66500,10
"S01004428",75000,6
"S01004429",85000,3
"S01004430",91250,6
"S01004431",99998,2
"S01004432",129125,4
"S01004433",78248,4
"S01004434",69500,10
"S01004435",125000,10
"S01004436",60025,6
"S01004437",85000,3
"S01004438",70000,2
"S01004439",53000,1
"S01004440",81000,6
"S01004441",142500,8
"S01004442",61000,6
"S01004443",73000,3
"S01004444",79500,6
"S01004445",67500,6
"S01004446",117500,2
"S01004448",99000,7
"S01004449",80000,5
"S01004450",50000,9
"S01004451",76000,1
"S01004452",95500,8
"S01004453",112250,10
"S01004454",73750,12
"S01004455",131500,12
"S01004456",91798,6
"S01004457",73000,6
"S01004458",80500,6
"S01004459",80000,7
"S01004460",122500,3
"S01004461",123500,4
"S01004462",88000,5
"S01004463",107000,7
"S01004464",68500,2
"S01004465",148750,10
"S01004466",180000,7
"S01004467",83000,9
"S01004468",147250,8
"S01004469",82000,3
"S01004470",174500,4
"S01004471",150000,27
"S01004472",184500,10
"S01004473",150000,9
"S01004474",84500,6
"S01004476",91000,9
"S01004477",75625,16
"S01004478",113000,3
"S01004479",140000,11
"S01004480",61080,2
"S01004481",116250,6
"S01004482",62000,11
"S01004483",71000,4
"S01004484",127500,14
"S01004485",165000,3
"S01004486",210000,8
"S01004487",52000,11
"S01004488",64500,10
"S01004489",99998,14
"S01004490",111250,8
"S01004491",71500,2
"S01004492",107500,7
"S01004493",120000,7
"S01004494",70000,4
"S01004495",64000,3
"S01004496",65500,6
"S01004497",59250,6
"S01004498",80000,11
"S01004499",85000,3
"S01004500",166000,10
"S01004501",54500,16
"S01004502",131500,7
"S01004503",67500,30
"S01004504",73750,2
"S01004505",95500,3
"S01004506",91500,2
"S01004507",115000,11
"S01004508",106500,19
"S01004509",225945,17
"S01004510",155000,17
"S01004511",149000,32
"S01004512",158500,15
"S01004513",72625,10
"S01004514",106500,10
"S01004515",80000,33
"S01004516",88000,11
"S01004517",59000,15
"S01004518",125000,5
"S01004519",102500,13
"S01004520",175000,18
"S01004521",183750,8
"S01004522",172000,12
"S01004523",171250,20
"S01004524",182500,8
"S01004525",216250,20
"S01004526",140000,15
"S01004527",89900,10
"S01004528",54500,3
"S01004529",84750,8
"S01004530",127500,3
"S01004531",109556,6
"S01004532",47000,1
"S01004535",79000,4
"S01004536",56000,3
"S01004537",95000,3
"S01004538",68000,4
"S01004539",114250,2
"S01004540",162703,6
"S01004541",75000,3
"S01004542",142000,5
"S01004543",112500,2
"S01004544",83000,23
"S01004545",88000,7
"S01004546",60000,5
"S01004547",53250,2
"S01004548",93000,3
"S01004549",177000,49
"S01004550",90000,1
"S01004551",159995,27
"S01004552",18000,9
"S01004553",193000,1
"S01004554",128000,4
"S01004555",87000,6
"S01004556",61000,2
"S01004557",99250,2
"S01004558",58000,2
"S01004559",80000,9
"S01004561",67000,5
"S01004562",79500,4
"S01004563",92000,7
"S01004564",126995,9
"S01004565",131100,4
"S01004566",98250,6
"S01004567",86000,1
"S01004568",77500,4
"S01004570",127500,2
"S01004571",92500,6
"S01004573",97375,4
"S01004574",120000,7
"S01004575",90271,4
"S01004576",82500,5
"S01004577",111498,6
"S01004578",122500,4
"S01004580",71498,4
"S01004581",72000,9
"S01004582",67000,7
"S01004583",68250,4
"S01004584",150725,4
"S01004585",73500,2
"S01004586",111000,14
"S01004587",90900,6
"S01004588",75000,8
"S01004589",112000,21
"S01004590",80000,3
"S01004593",65000,5
"S01004594",40250,4
"S01004595",109000,9
"S01004596",71000,1
"S01004597",118000,9
"S01004598",80000,1
"S01004599",125000,13
"S01004600",81000,2
"S01004601",99500,6
"S01004602",140000,6
"S01004603",81000,1
"S01004604",105000,3
"S01004605",70000,3
"S01004606",102500,4
"S01004607",75000,5
"S01004608",114995,19
"S01004609",63000,5
"S01004610",71250,5
"S01004611",66000,8
"S01004612",69995,3
"S01004613",113995,9
"S01004614",87250,8
"S01004615",125000,9
"S01004616",125000,3
"S01004617",35500,1
"S01004618",72250,4
"S01004620",30000,11
"S01004621",1e+05,6
"S01004622",180000,2
"S01004623",82000,10
"S01004624",146000,15
"S01004625",70000,3
"S01004626",109000,29
"S01004627",45000,3
"S01004628",63000,2
"S01004629",1e+05,7
"S01004630",120250,4
"S01004631",77500,1
"S01004632",85000,3
"S01004633",84000,9
"S01004634",155000,8
"S01004635",66000,3
"S01004636",155000,1
"S01004638",77500,5
"S01004639",83500,5
"S01004641",87000,3
"S01004642",72000,9
"S01004643",75000,3
"S01004644",61000,4
"S01004645",62500,4
"S01004646",74250,4
"S01004647",106000,6
"S01004648",104000,6
"S01004649",52600,5
"S01004650",56790,4
"S01004651",82000,3
"S01004652",92000,9
"S01004653",73000,7
"S01004654",85000,13
"S01004655",67500,6
"S01004657",82500,8
"S01004658",66000,5
"S01004659",1e+05,7
"S01004660",80000,3
"S01004661",77500,9
"S01004662",92500,8
"S01004663",88000,5
"S01004664",87500,5
"S01004665",65000,1
"S01004666",59000,4
"S01004667",60000,3
"S01004668",90000,7
"S01004669",77000,5
"S01004670",77000,10
"S01004671",60100,2
"S01004672",55000,1
"S01004673",70000,4
"S01004674",81500,4
"S01004675",149995,1
"S01004676",87935,4
"S01004677",70625,8
"S01004678",184500,6
"S01004679",75000,5
"S01004680",85250,5
"S01004681",52750,8
"S01004682",51000,3
"S01004683",148500,8
"S01004684",172500,14
"S01004685",42000,1
"S01004686",62000,3
"S01004687",112500,6
"S01004688",150000,7
"S01004689",94000,2
"S01004690",98500,9
"S01004691",169250,10
"S01004692",72250,2
"S01004693",120000,1
"S01004694",75000,5
"S01004695",113250,3
"S01004696",64750,4
"S01004697",119000,4
"S01004698",110500,7
"S01004699",80000,2
"S01004700",88500,8
"S01004701",128500,6
"S01004702",81000,5
"S01004703",139000,10
"S01004704",68000,1
"S01004705",87500,5
"S01004706",141000,13
"S01004707",82000,3
"S01004708",90250,6
"S01004709",120000,4
"S01004710",77500,2
"S01004711",83875,4
"S01004712",55750,1
"S01004713",80000,3
"S01004714",54000,5
"S01004715",111750,16
"S01004716",88000,5
"S01004717",75000,7
"S01004718",92475,6
"S01004719",70500,6
"S01004720",71000,3
"S01004721",79500,2
"S01004722",80000,1
"S01004723",73600,4
"S01004724",70000,6
"S01004725",107000,7
"S01004726",63500,1
"S01004727",78750,4
"S01004728",120000,5
"S01004729",58500,1
"S01004730",85250,4
"S01004731",87000,3
"S01004732",103500,2
"S01004733",57000,7
"S01004734",58500,5
"S01004735",95000,7
"S01004736",78000,3
"S01004737",80000,7
"S01004738",54500,6
"S01004739",118250,6
"S01004740",113500,4
"S01004741",84000,3
"S01004742",87000,5
"S01004743",103000,7
"S01004744",73000,2
"S01004745",55000,1
"S01004746",77150,2
"S01004747",160000,3
"S01004748",90000,5
"S01004749",135000,7
"S01004750",63000,3
"S01004751",55000,3
"S01004752",68000,3
"S01004753",72250,4
"S01004754",120000,8
"S01004755",65000,3
"S01004756",80000,5
"S01004757",64475,2
"S01004758",81000,6
"S01004760",66000,6
"S01004761",82000,3
"S01004762",86500,2
"S01004763",119500,8
"S01004764",68000,3
"S01004765",77000,9
"S01004766",185000,29
"S01004767",65000,3
"S01004768",60000,1
"S01004770",72000,21
"S01004771",120000,6
"S01004772",76000,4
"S01004773",70000,3
"S01004774",188000,7
"S01004776",570000,1
"S01004777",102500,6
"S01004778",73500,5
"S01004779",80000,3
"S01004780",95000,5
"S01004781",110000,11
"S01004782",170000,25
"S01004783",128047,8
"S01004784",76500,8
"S01004785",87000,1
"S01004786",70000,3
"S01004787",80000,13
"S01004788",144000,2
"S01004789",137000,9
"S01004790",128000,6
"S01004791",69750,6
"S01004792",94000,11
"S01004793",131500,6
"S01004794",71000,4
"S01004795",73500,6
"S01004796",96000,10
"S01004797",73000,4
"S01004798",77000,5
"S01004799",59000,5
"S01004800",90000,3
"S01004801",85000,2
"S01004802",77000,9
"S01004803",75000,1
"S01004804",68000,3
"S01004805",79625,2
"S01004806",73500,6
"S01004807",55000,5
"S01004808",73000,5
"S01004809",70000,5
"S01004810",72000,1
"S01004811",119000,5
"S01004813",84000,5
"S01004814",69000,4
"S01004815",180000,9
"S01004816",85000,1
"S01004817",84000,3
"S01004818",50000,3
"S01004819",65000,2
"S01004820",77000,4
"S01004821",115000,18
"S01004822",70200,2
"S01004823",90000,2
"S01004824",102500,4
"S01004825",90000,3
"S01004826",68375,2
"S01004827",220000,1
"S01004828",118500,6
"S01004829",48000,3
"S01004830",127525,2
"S01004831",83500,8
"S01004832",162000,14
"S01004833",93000,9
"S01004834",113750,7
"S01004835",1e+05,5
"S01004836",1e+05,3
"S01004837",140000,9
"S01004838",215000,23
"S01004839",76000,6
"S01004840",174250,10
"S01004841",84000,1
"S01004842",191950,23
"S01004843",140000,12
"S01004844",101300,10
"S01004845",88000,3
"S01004846",150995,27
"S01004847",155001,13
"S01004848",130000,7
"S01004849",80100,5
"S01004850",145000,34
"S01004851",127000,2
"S01004852",85000,5
"S01004853",135278,10
"S01004854",116000,15
"S01004855",57000,1
"S01004856",213625,22
"S01004857",105000,6
"S01004858",109500,6
"S01004859",107725,6
"S01004860",207125,8
"S01004861",125000,5
"S01004862",145000,8
"S01004863",110000,9
"S01004864",111750,4
"S01004865",93725,8
"S01004866",112500,2
"S01004867",130000,2
"S01004868",78000,4
"S01004869",135000,4
"S01004870",83000,4
"S01004871",64500,5
"S01004872",85500,10
"S01004873",72000,7
"S01004874",90000,8
"S01004875",75500,6
"S01004876",77500,8
"S01004877",98200,6
"S01004878",79500,8
"S01004879",61500,4
"S01004880",58000,5
"S01004881",84200,4
"S01004882",77000,5
"S01004883",212498,64
"S01004884",125300,10
"S01004885",80000,1
"S01004886",58500,2
"S01004888",129250,10
"S01004889",101500,12
"S01004890",32000,6
"S01004891",60000,4
"S01004892",160000,4
"S01004893",87750,4
"S01004894",90000,9
"S01004895",76600,4
"S01004896",1e+05,3
"S01004897",144500,4
"S01004898",85000,7
"S01004899",82000,4
"S01004900",170000,10
"S01004901",44125,14
"S01004902",82498,4
"S01004903",168000,6
"S01004904",70500,8
"S01004905",70000,4
"S01004906",62000,10
"S01004907",126000,8
"S01004908",80000,5
"S01004909",67500,7
"S01004910",121250,2
"S01004911",156000,11
"S01004912",65600,4
"S01004913",97000,3
"S01004914",175000,3
"S01004915",61000,4
"S01004916",70000,10
"S01004917",142000,3
"S01004918",155250,8
"S01004919",67250,2
"S01004920",61000,9
"S01004921",72000,7
"S01004922",133125,4
"S01004923",154250,6
"S01004924",82000,9
"S01004925",173998,4
"S01004926",230000,9
"S01004927",142500,9
"S01004928",305000,11
"S01004929",157500,11
"S01004930",70250,4
"S01004931",75750,6
"S01004932",50000,3
"S01004933",120000,9
"S01004934",79000,3
"S01004935",160000,10
"S01004936",68000,10
"S01004937",196061,2
"S01004938",113995,2
"S01004939",64000,3
"S01004940",105000,7
"S01004941",88898,4
"S01004942",153000,7
"S01004943",146750,6
"S01004944",88750,2
"S01004945",130000,15
"S01004947",143000,7
"S01004948",99125,12
"S01004949",32500,2
"S01004950",155000,6
"S01004951",105000,7
"S01004952",132500,12
"S01004953",102500,16
"S01004954",78750,4
"S01004955",1e+05,7
"S01004956",140053,7
"S01004957",172500,4
"S01004958",119500,12
"S01004959",88000,7
"S01004960",122375,12
"S01004961",1e+05,7
"S01004962",150000,7
"S01004963",133750,6
"S01004964",120000,9
"S01004965",131500,8
"S01004966",131778,10
"S01004967",1e+05,5
"S01004968",102500,3
"S01004969",92500,14
"S01004970",90000,10
"S01004971",85500,12
"S01004972",67600,11
"S01004973",275000,7
"S01004974",250000,19
"S01004975",194000,11
"S01004976",135000,9
"S01004977",117000,10
"S01004978",127000,11
"S01004979",185000,13
"S01004980",183625,12
"S01004981",202500,16
"S01004982",208000,9
"S01004983",117250,10
"S01004984",250000,7
"S01004985",152500,10
"S01004986",225000,7
"S01004987",239875,6
"S01004988",228056,6
"S01004989",280000,22
"S01004990",129500,4
"S01004991",128000,5
"S01004992",175000,3
"S01004993",230003,14
"S01004994",206750,6
"S01004995",121000,12
"S01004996",141500,14
"S01004997",218825,6
"S01004998",219000,9
"S01004999",145000,9
"S01005000",154400,3
"S01005001",196500,13
"S01005002",198000,21
"S01005003",467500,18
"S01005004",239000,7
"S01005005",120000,12
"S01005006",111375,10
"S01005007",185000,12
"S01005008",165000,9
"S01005009",208500,13
"S01005010",115250,6
"S01005011",102500,14
"S01005012",80000,27
"S01005013",128000,13
"S01005014",136000,10
"S01005015",163750,10
"S01005016",135000,8
"S01005017",215000,15
"S01005018",115000,5
"S01005019",99000,7
"S01005020",317000,9
"S01005021",244998,14
"S01005022",178500,6
"S01005023",184500,6
"S01005024",135000,19
"S01005025",326000,6
"S01005026",450000,8
"S01005027",117000,10
"S01005028",207500,15
"S01005029",107500,32
"S01005030",170000,18
"S01005031",144750,10
"S01005032",126750,11
"S01005033",180500,7
"S01005034",156000,7
"S01005035",210000,39
"S01005036",235398,10
"S01005037",83500,19
"S01005038",177500,14
"S01005039",215000,17
"S01005040",80625,10
"S01005041",82000,18
"S01005042",177000,9
"S01005043",250000,5
"S01005044",110000,11
"S01005045",132000,11
"S01005046",132000,14
"S01005047",117500,34
"S01005048",200250,6
"S01005049",88500,16
"S01005050",85150,8
"S01005051",143500,14
"S01005052",300750,10
"S01005053",81000,9
"S01005054",123000,3
"S01005055",99750,4
"S01005056",101289,22
"S01005057",80000,3
"S01005058",79000,14
"S01005059",115000,5
"S01005060",1e+05,7
"S01005061",142050,18
"S01005062",312500,4
"S01005063",165000,7
"S01005064",204500,14
"S01005065",104000,27
"S01005066",139000,2
"S01005067",12000,11
"S01005068",92750,2
"S01005069",106000,3
"S01005070",110000,13
"S01005072",96500,6
"S01005073",182500,11
"S01005074",207000,15
"S01005076",106000,3
"S01005077",161500,24
"S01005078",96500,6
"S01005079",121000,6
"S01005080",102000,4
"S01005081",102500,8
"S01005082",168775,10
"S01005083",104500,8
"S01005084",90000,9
"S01005085",79750,8
"S01005086",138500,14
"S01005087",131750,8
"S01005088",197000,3
"S01005089",150250,4
"S01005090",170000,5
"S01005091",243750,6
"S01005092",180000,4
"S01005093",86000,8
"S01005094",237750,9
"S01005095",212000,31
"S01005096",138000,19
"S01005097",225000,7
"S01005098",220000,5
"S01005099",116750,8
"S01005100",225000,12
"S01005101",128000,11
"S01005102",194625,10
"S01005103",210500,14
"S01005104",201410,2
"S01005105",1e+05,13
"S01005106",153500,8
"S01005107",177500,12
"S01005108",125000,9
"S01005109",278000,17
"S01005110",262500,14
"S01005111",115562,4
"S01005112",240000,17
"S01005113",96000,19
"S01005114",59500,5
"S01005115",75000,11
"S01005116",150000,13
"S01005117",237498,12
"S01005118",130000,13
"S01005119",260000,9
"S01005120",150000,14
"S01005121",212500,16
"S01005122",133000,13
"S01005123",155000,10
"S01005124",105000,9
"S01005125",75000,5
"S01005126",220000,8
"S01005127",1e+05,5
"S01005128",103000,21
"S01005129",141500,12
"S01005130",60000,8
"S01005131",160000,11
"S01005132",117000,8
"S01005133",216500,4
"S01005134",97250,9
"S01005135",101500,6
"S01005136",120028,16
"S01005137",185000,11
"S01005138",131000,13
"S01005139",235000,9
"S01005140",216800,7
"S01005141",228500,14
"S01005142",272500,8
"S01005143",125053,8
"S01005144",170000,13
"S01005145",179000,6
"S01005146",215000,10
"S01005147",172000,9
"S01005148",175000,15
"S01005149",70000,7
"S01005150",147500,3
"S01005151",135000,3
"S01005152",215021,34
"S01005153",197500,6
"S01005154",552500,6
"S01005155",225000,7
"S01005156",101500,4
"S01005157",84500,7
"S01005158",140000,1
"S01005159",80000,3
"S01005160",70500,4
"S01005161",115000,6
"S01005162",72500,4
"S01005163",90000,5
"S01005164",69250,11
"S01005165",84000,8
"S01005166",57000,9
"S01005167",86000,3
"S01005168",115000,7
"S01005169",92500,4
"S01005170",185100,7
"S01005171",68000,5
"S01005172",159250,28
"S01005173",163000,9
"S01005174",63750,1
"S01005175",264998,14
"S01005176",54875,2
"S01005177",52000,9
"S01005178",72500,7
"S01005179",87000,16
"S01005180",118250,4
"S01005181",175000,11
